X,Y,OBJECTID,FolderRSN,Permit_,InDate,FolderType,FolderDesc,FolderGroupDesc,SubDesc,FolderDescription,FolderCondition,IssueDate,valuation,PropertyRSN,PropX,PropY,Address,GlobalID,InDateFixed,IssueDateFixed,IssuedTime
3190309.17856622,1667768.94509831,475166342,1455395,NA,2020/05/22 10:40:40+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | HEATHER GARDENS BUILDING 223 RENOVATION  STAIRWELL VENTILATION WORK,***180 DAY EXTENSION GRANTED CJ 3/17/21***,2020/06/05 08:16:57+00,7395.31,65608,3190309.17856622,1667768.94509831,14091 E MARINA DR,{5B5A7083-0BFF-41F3-9B6C-0C3825522599},2020-05-22,2020-06-05,14
3229071.43470298,1639939.47090173,475166994,1457965,NA,2020/06/02 10:05:59+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | KING SOOPERS #107 **REMODEL FRONT AREA ,  REMOVE AND REPAIR FLOORS, LIMITED NEW LIGHTING,  CAP ELEC MECH PLUMB **",,2020/06/17 09:14:20+00,160000,162820,3229071.43470298,1639939.47090173,25701 E SMOKY HILL RD,{DDD170F0-AC9D-462A-B29C-CAF729D8DC75},2020-06-02,2020-06-17,15
3193301.12271355,1663727.81210448,475167242,1459174,NA,2020/06/04 15:53:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Ponderosa Professional Plaza pedestrian bridge repair | Scope of Work Includes:Structural,CT  (With Plans),2020/06/08 10:28:34+00,129145,72044,3193301.12271355,1663727.81210448,14991 E HAMPDEN AVE,{4CFCA469-F4BB-4D06-A863-1D3764CCE00D},2020-06-04,2020-06-08,4
3188445.56779213,1694944.28740107,475167425,1459858,NA,2020/06/08 11:20:32+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | THE GREAT GREEK | TENANT IMPROVEMENT ADDING 550 SF PATIO DINING AND INSTALLING NEW OVERHEAD DOOR,UNIT K***  Outdoor Patio seating area has maximum occupant load of 35,2020/07/31 11:24:24+00,12000,16433,3188445.56779213,1694944.28740107,13650 E COLFAX AVE,{9425FDD8-8DFF-4187-9523-4AE244DB9FD5},2020-06-08,2020-07-31,53
3184200.57464172,1671026.92677131,475169040,1465886,NA,2020/06/29 11:11:16+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | RESTROOM REMODEL

",,2020/08/19 09:13:04+00,70131,58111,3184200.57464172,1671026.92677131,12200 E ILIFF AVE,{E510BF6F-18EB-4411-B16F-1059F7D24B2A},2020-06-29,2020-08-19,51
3178542.41568246,1679683.51247647,475169154,1466311,NA,2020/06/30 10:51:43+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | GOOD YEAR TIRE SHOP | STRUCTURAL AND ARCHITECTURAL REPAIR
",**CT(with plans) PER JOEL L**,2020/07/08 11:27:41+00,4000,38744,3178542.41568246,1679683.51247647,1060 S HAVANA ST,{F1ADB2A6-D856-4C8E-AEE5-E9535F61D885},2020-06-30,2020-07-08,8
3184285.47768714,1670837.18338439,475169508,1467374,NA,2020/07/06 10:30:58+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | RESTROOM REMODEL
",,2020/08/19 09:20:02+00,67649,58434,3184285.47768714,1670837.18338439,12250 E ILIFF AVE,{9B461D88-2F56-466B-B148-838CCE6E7F0B},2020-07-06,2020-08-19,44
3180209.72107489,1668548.21781798,475171016,1472383,NA,2020/07/22 13:49:59+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | CHC EXPRESS COUNTER REMODEL 
",**UNIT A**,2020/08/07 12:03:05+00,5000,63612,3180209.72107489,1668548.21781798,11002 E YALE AVE,{F0EBA619-073D-4FEB-BBBE-4EB7A19B15CE},2020-07-22,2020-08-07,16
3176646.33778173,1673710.30919981,475171511,1473691,NA,2020/07/28 10:49:10+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE |  | BATHROOM REMODEL - NEW TUB AND TUB SURROUND, TUB VALVE ",**UNIT 26A**CT PERMIT WITH PLANS,2020/07/28 12:37:05+00,1750,52119,3176646.33778173,1673710.30919981,9901 E EVANS AVE,{0EEBDFAD-71C2-4BD0-B4E4-68A67D63FF3E},2020-07-28,2020-07-28,0
3186524.26389197,1677689.26285607,475171902,1474791,NA,2020/07/31 15:09:51+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | First Village East Deck Repair 
CT FROM MASTER",,2020/08/03 13:17:16+00,6000,42921,3186524.26389197,1677689.26285607,13187 E LOUISIANA AVE,{234C0253-202E-42EE-8DF5-2777BB826192},2020-07-31,2020-08-03,3
3186989.00016722,1677835.46794422,475171908,1474798,NA,2020/07/31 15:39:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | First Village East Deck repair 

CT FROM MASTER",,2020/08/03 13:07:17+00,6000,42544,3186989.00016722,1677835.46794422,13327 E LOUISIANA AVE,{6874FC73-79F2-49FC-9127-D9F8234F9738},2020-07-31,2020-08-03,3
3186601.0563893,1677689.55911531,475171909,1474802,NA,2020/07/31 15:47:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | First Village East DECK REPAIR

CT FROM MASTER",,2020/08/03 13:13:50+00,6000,42919,3186601.0563893,1677689.55911531,13197 E LOUISIANA AVE,{D8CFAF2A-E8A5-4FBC-91D4-1399B2DD8777},2020-07-31,2020-08-03,3
3183442.90555339,1665774.08261822,475175370,1485108,NA,2020/09/09 13:24:28+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DAIRY QUEEN BATHROOM REMODEL PROJECT,,2020/10/09 16:58:05+00,1000,69551,3183442.90555339,1665774.08261822,3140 S PARKER RD,{6D15E2F9-7818-4B65-B2BD-669EE98103FD},2020-09-09,2020-10-09,30
3226020.30727506,1642797.82738973,475175394,1485193,NA,2020/09/09 14:54:37+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | FOUNDATION REPAIR ,"*UNIT C*
*R2 Occupancy*",2020/09/17 13:54:21+00,18400,113068,3226020.30727506,1642797.82738973,24907 E CALHOUN PL,{58C8997D-E69F-4AF3-8962-C3F8B76D2F84},2020-09-09,2020-09-17,8
3181565.67932098,1702648.21818739,475175515,1485530,NA,2020/09/10 11:53:26+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Sand Creek WRF PLC Conversion and Improvements , **CITY PROJECT PAYING WITH INTERDEPARTMENTAL FORM**,2020/10/29 12:44:53+00,4208093,5118,3181565.67932098,1702648.21818739,11405 E 30TH AVE,{FE56C290-7881-4D8F-8E55-133C95235732},2020-09-10,2020-10-29,49
3193301.12271355,1663727.81210448,475175525,1485554,NA,2020/09/10 12:30:03+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | PONDEROSA PROFESSIONAL PLAZA PEDESTRIAN BRIDGE REPAIR ,,2020/09/21 09:06:57+00,171322,72044,3193301.12271355,1663727.81210448,14991 E HAMPDEN AVE,{81E7A353-58F3-49B0-87C1-E987BD520FB3},2020-09-10,2020-09-21,11
3183091.79930022,1678988.45776422,475176316,1487848,NA,2020/09/18 13:24:40+00,CT,Counter Permit,Building,Commercial Miscellaneous,PERMIT FROM MASTER PLAN*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP,"UNIT B
***REC'D LETTER FROM RAPID RESTORATION AND CONSTRUCTION REMOVING THE COMPANY FROM THE MASTER AND REC'D LETTER FROM J SQUARED GENERAL CONTRACTING ADDING THEM AS NEW CONTRACTOR ON MASTER PER DARCY DODD. DD 9/9/19***",2020/09/21 11:21:09+00,750,39477,3183091.79930022,1678988.45776422,11959 E KANSAS DR,{27DC550C-4DEA-4ADD-8D16-6C3505F162EB},2020-09-18,2020-09-21,3
3183091.79930022,1678988.45776422,475176321,1487854,NA,2020/09/18 13:39:03+00,CT,Counter Permit,Building,Commercial Miscellaneous,PERMIT FROM MASTER PLAN*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP,"UNIT F
***REC'D LETTER FROM RAPID RESTORATION AND CONSTRUCTION REMOVING THE COMPANY FROM THE MASTER AND REC'D LETTER FROM J SQUARED GENERAL CONTRACTING ADDING THEM AS NEW CONTRACTOR ON MASTER PER DARCY DODD. DD 9/9/19***",2020/09/21 11:22:23+00,750,39477,3183091.79930022,1678988.45776422,11959 E KANSAS DR,{192C1F14-FFF5-4BAB-9ABB-1DDF27704073},2020-09-18,2020-09-21,3
3175583.30381855,1694990.44314864,475176955,1489830,NA,2020/09/28 11:34:11+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | STRUCTURAL REPAIR FROM VEHICLE IMPACT,,2020/10/26 20:39:45+00,25950,16476,3175583.30381855,1694990.44314864,9640 E COLFAX AVE,{F54342AB-4CBC-49B8-BAA1-2DD41A541527},2020-09-28,2020-10-26,28
3194474.40678431,1687928.14362498,475177468,1491393,NA,2020/10/02 14:28:45+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | SILVERBROOK 3 WEST SIDE; DECK AND STAIR REPAIRS PER APPROVED MASTER,**BLDG 3**,2020/12/23 09:30:17+00,25000,28655,3194474.40678431,1687928.14362498,199 N IDALIA CT,{026CA29E-075F-450B-ACA3-E474CC99F7F4},2020-10-02,2020-12-23,82
3194596.72182839,1687978.65172607,475177469,1491397,NA,2020/10/02 14:32:43+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | silverbrook east side | DECK AND STAIR REPAIRS PER APPROVED MASTER,**BLDG 2**,2020/10/06 16:20:32+00,25000,28594,3194596.72182839,1687978.65172607,200 N IDALIA CT,{7E620B22-BB88-43EA-A6E7-DF732D86CA44},2020-10-02,2020-10-06,4
3187971.26493497,1666810.63763173,475178519,1494470,NA,2020/10/14 13:03:30+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | HENSON 5334 | TUB TO SHOWER CONVERSION - HEATHER GARDENS,UNIT 301,2020/10/26 13:58:55+00,7985,67773,3187971.26493497,1666810.63763173,13626 E BATES AVE,{AF5EA154-C8E9-4DB6-A132-023F596F98B7},2020-10-14,2020-10-26,12
3200303.37445706,1671248.99292822,475179048,1495915,NA,2020/10/21 13:28:50+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Breakaway Decks Repairs,,2020/10/29 13:03:31+00,23000,57736,3200303.37445706,1671248.99292822,2295 S PITKIN WAY,{5F44CE70-9437-4407-ACE6-CA6A61DE5D0C},2020-10-21,2020-10-29,8
3200483.40985814,1671105.08540764,475179050,1495918,NA,2020/10/21 13:34:11+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Breakaway Condos Decks | Repair Existing Deck Decks on Multi-Family Building,,2020/10/29 10:34:19+00,23000,57977,3200483.40985814,1671105.08540764,17101 E BALTIC DR,{FD5A4CE2-E230-4DCC-B736-52F102B96314},2020-10-21,2020-10-29,8
3195157.8227403,1669228.78076132,475180044,1498233,NA,2020/11/02 10:42:14+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Olympic Park Ballfield Restroom Renovation ,"***CITY PROJECT, TAXES WAIVED. DD 12/2/2020***",2020/12/02 16:54:53+00,240400,62859,3195157.8227403,1669228.78076132,15501 E YALE AVE,{DCE8951B-D712-44BA-B830-651E17ACA3D2},2020-11-02,2020-12-02,30
3224718.18225464,1687844.7635424,475181284,1501299,NA,2020/11/16 11:48:49+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | VISTA PEAK EXPLORATORY - SEVERE NEEDS PLAYGROUND RENOVATION
","***APS***RECEIVED TAX EXEMPT CERTIFICATE, WAIVED TAXES. DD 11/18/2020***",2020/11/30 14:44:38+00,20000,145689,3224718.18225464,1687844.7635424,24551 E 1ST AVE,{7CBDF8B7-36F9-4293-A0BE-17C9FE895288},2020-11-16,2020-11-30,14
3178115.63799272,1671094.52670173,475181881,1502882,NA,2020/11/23 13:38:42+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | Golden Luxe Salon | REMODEL EXISTING BATHROOM  AND ADD SMALL PARTITION FOR STORAGE

",**UNIT D3**,2021/03/16 16:02:27+00,6000,57987,3178115.63799272,1671094.52670173,2353 S HAVANA ST,{7C21DBC4-6ED2-4092-93C9-1FE3096361E3},2020-11-23,2021-03-16,113
3189915.14884247,1667686.05615647,475183261,1506671,NA,2020/12/14 15:35:31+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE |  RESIDENCE - REMODEL 

**CT(with plans)",UNIT 107,2020/12/16 09:33:07+00,65000,65826,3189915.14884247,1667686.05615647,13991 E MARINA DR,{51F8A077-E727-4D83-A083-9995F8F05026},2020-12-14,2020-12-16,2
3194279.50822397,1687421.44483523,475183787,1508368,NA,2020/12/22 08:07:33+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Silverbrook Building 5 | REPAIRS TO DECKS PER MASTER PLAN ECC-SILVERBROOK,CT-FROM MASTER-COMMERCIAL MISC,2020/12/23 10:01:13+00,25000,29263,3194279.50822397,1687421.44483523,15301 E 1ST AVE,{9CE1D9F2-81D9-4192-8390-588142F48F9A},2020-12-22,2020-12-23,1
3194267.81303738,1687613.4723383,475183794,1508391,NA,2020/12/22 08:57:40+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Silverbrook building 4 | REPAIRS TO DECKS PER MASTER PLAN ECC-SILVERBROOK,CT-FROM MASTER-COMMERCIAL MISC,2020/12/23 10:13:21+00,25000,29030,3194267.81303738,1687613.4723383,15351 E 1ST AVE,{FE3E564C-554E-4BCA-9D9D-EF4D79AB8DF8},2020-12-22,2020-12-23,1
3194784.31331672,1687439.7741949,475183800,1508402,NA,2020/12/22 09:16:28+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Silverbrook building 8 | REPAIRS TO DECKS PER MASTER PLAN ECC-SILVERBROOK,CT-FROM MASTER-COMMERCIAL MISC,2021/01/04 13:14:18+00,25000,29244,3194784.31331672,1687439.7741949,15493 E 1ST AVE,{3AF2119F-E19C-4006-BD7F-5272766A0A95},2020-12-22,2021-01-04,13
3208575.59774198,1717348.18156956,475183810,1508423,NA,2020/12/22 10:28:34+00,CT,Counter Permit,Building,Commercial Miscellaneous,DRYWALL AND INSULATION REPAIR FROM WATER DAMAGE,"UNIT 205
CT WITH PLANS",2021/01/06 14:13:32+00,8304,104631,3208575.59774198,1717348.18156956,5735 N GENOA WAY,{3764BEF8-4F64-44C5-902A-0399378D8593},2020-12-22,2021-01-06,15
3194474.40678431,1687928.14362498,475183851,1508512,NA,2020/12/22 13:24:58+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Sliverbrook building 3 | REPAIRS TO DECKS PER MASTER PLAN ECC-SILVERBROOK,CT-FROM MASTER-COMMERCIAL MISC,2021/03/10 16:35:25+00,25000,28655,3194474.40678431,1687928.14362498,199 N IDALIA CT,{1F08F77D-8359-45A9-9F11-59CD18F2808C},2020-12-22,2021-03-10,78
3175732.40128939,1699409.80307631,475184168,1509442,NA,2020/12/30 09:03:07+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | EXISTING ROOF REMODEL,"
",2021/01/22 12:57:43+00,10000,7007,3175732.40128939,1699409.80307631,2352 N DAYTON ST,{081AD97A-955F-4906-80FC-3A9FA82E0968},2020-12-30,2021-01-22,23
3186533.44399172,1679141.35575239,475184260,1509714,NA,2020/12/31 10:38:14+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |FRED LOYA INSURANCE | INTERIOR OFFICE REMODEL**ARCH/PLUMBING**,,2021/01/22 14:53:59+00,41000,39240,3186533.44399172,1679141.35575239,13172 E MISSISSIPPI AVE,{3360FC2C-9BD4-4998-A555-AFF665D82D9D},2020-12-31,2021-01-22,22
3180575.28464822,1694509.80237764,475184323,1509866,NA,2021/01/04 08:54:52+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | CATHOLIC CHARITIES LITTLE FLOWER ASSISTANCE CENTER | MINOR REMODEL OF RECEPTION AREA - NO NEW ELECTRICAL   ,*TAX EXEMPTION CERTIFICATE UPLOADED*,2021/01/06 07:48:14+00,25000,17402,3180575.28464822,1694509.80237764,11149 E 14TH AVE,{03C48420-0A21-4AF3-9C9D-EA1E3B5D986A},2021-01-04,2021-01-06,2
3194588.80878647,1687419.7210854,475186964,1517449,NA,2021/02/09 08:39:11+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Silverbrook building 7 Please refer to master plan ECC_SILVERBROOK deck repair,CT-COMM MISC FROM MASTER,2021/02/10 14:05:27+00,25000,29290,3194588.80878647,1687419.7210854,15453 E 1ST AVE,{1CA030FE-2C58-441E-AB6C-AF708076E7A0},2021-02-09,2021-02-10,1
3183720.99850114,1673586.92099515,475186966,1517455,NA,2021/02/09 08:57:26+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | 2021 PRV IMPROVEMENTS,***CITY OF AURORA PROJECT***PRV VAULT LOCATED APPROXIMATELY 360 FEET SOUTH OF EAST JEWELL AVE IN MEDIAN OF SOUTH PEORIA ST PER PLANS PROVIDED.  PT,2021/05/21 14:45:31+00,187550,224452,3183720.99850114,1673586.92099515,1959 S PEORIA ST,{D3756D8F-5043-4777-859D-54BEB9B6EA34},2021-02-09,2021-05-21,101
3178284.9332578,1686430.67352282,475187042,1517639,NA,2021/02/09 13:54:53+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | 2021 PRV Improvements,***CITY OF AURORA PROJECT***PRV VAULT LOCATED ON WEST SIDE OF SOUTH HAVANA ST ~625 FEET NORTH OF INTERSECTION OF EAST BAYAUD AVE & SOUTH HAVANA ST PER PLANS PROVIDED.  PT,2021/05/21 14:46:11+00,256485,224455,3178284.9332578,1686430.67352282,11 S HAVANA ST,{829A3B07-81C9-476D-99C0-ABA146C77B9E},2021-02-09,2021-05-21,101
3189598.57828139,1671859.69577506,475188391,1521131,NA,2021/02/26 13:39:56+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DR. GUTBERG -SUITE 302 | splitting suite to create suite 303 - tenant finish for 303 will come separately.,UNIT 302,2021/03/05 12:01:25+00,500,56335,3189598.57828139,1671859.69577506,14001 E ILIFF AVE,{C59BB5D5-8B98-43BA-9EE6-EA5EFC528A5A},2021-02-26,2021-03-05,7
3183851.3414163,1701928.80230339,475189832,1524433,NA,2021/03/10 07:55:23+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | FIRE DAMAGE REPAIR,*UNIT 206*,2021/03/12 09:47:15+00,60000,5617,3183851.3414163,1701928.80230339,12170 E 30TH AVE,{D652248A-53A2-492B-8047-B1C8844E3962},2021-03-10,2021-03-12,2
3199525.84123522,1699256.12687448,475191192,1528633,NA,2021/03/26 12:34:38+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | VACANT SPACE | CREATING A NEW UNIT (TENANT IMPROVEMENT WILL BE DONE LATER)ELECTRICAL IMPROVEMENTS
",UNIT 200,2021/04/19 11:40:14+00,9000,139930,3199525.84123522,1699256.12687448,2250 N AIRPORT BLVD,{82C6854A-1C3D-49D6-A14B-958272653F7A},2021-03-26,2021-04-19,24
3203220.33647089,1708270.66330731,475193008,1533505,NA,2021/04/15 09:27:50+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Samaritan Purse Data Center Improvement ,"
",2021/05/03 09:59:49+00,925000,204370,3203220.33647089,1708270.66330731,17891 E 40TH AVE,{4BA120CE-E3A6-44C4-BADB-6D58120BF0F8},2021-04-15,2021-05-03,18
3178095.39951614,1688820.17793015,475194223,1537101,NA,2021/04/30 10:37:09+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | FANFAIR SHOPPING CENTER SHELL| FACADE RENOVATION,**180 DAY EXTENSION GRANTED DC 5/8/2023**,2021/12/14 11:06:53+00,45000,27649,3178095.39951614,1688820.17793015,495 N HAVANA ST,{F63D1332-05F8-48A4-97EC-E9B764825A35},2021-04-30,2021-12-14,228
3197609.05832338,1706661.18063389,475197825,1549659,NA,2021/06/11 07:41:07+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | HILTON GARDEN INN | SCOPE OF WORK INCLUDES:PLUMBING/ ELECTRICAL | BATHROOM REMODEL,"
",2021/06/11 10:56:23+00,465000,4351,3197609.05832338,1706661.18063389,16475 E 40TH CIR,{D0EB0975-8D38-4617-AC45-6672B69827FA},2021-06-11,2021-06-11,0
3217950.18693238,1641694.41128948,475200313,1557494,NA,2021/07/09 11:10:59+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | PINEY CREEK LIFT STATION REPAIRS,****COA PROJECT****,2022/07/06 08:58:53+00,1633000,101833,3217950.18693238,1641694.41128948,22464 E OTTAWA DR,{9D3337BE-F962-42B6-8636-91503E2B1FFF},2021-07-09,2022-07-06,362
3202196.05243023,1690145.34227456,475200951,1559569,NA,2021/07/16 08:51:39+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BUCKLEY CELL TOWER IMPROVEMENTS ,,2021/09/27 09:11:16+00,30000,168368,3202196.05243023,1690145.34227456,600 N TELLURIDE ST,{3D129515-F62C-4F93-BE3D-982678F88107},2021-07-16,2021-09-27,73
3183530.68556155,1697340.08543098,475201264,1560543,NA,2021/07/20 11:40:28+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | AMBER APARTMENTS -DAMAGE REPAIR DUE TO FIRE 

",,2021/08/05 13:55:53+00,30000,10554,3183530.68556155,1697340.08543098,1945 N PEORIA ST,{EDC63D1A-2002-4593-8372-C8B0FB705FD5},2021-07-20,2021-08-05,16
3189236.56227314,1666868.35569215,475201770,1562144,NA,2021/07/26 13:13:30+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | TORREY 6220 | TUB TO SHOWER CONVERSION,**UNIT 308**,2021/08/02 13:23:51+00,10200,67657,3189236.56227314,1666868.35569215,13890 E MARINA DR,{DF850165-D2F9-4519-8400-83EC284F80EC},2021-07-26,2021-08-02,7
3189071.99698547,1689094.91491348,475202109,1563355,NA,2021/07/29 11:34:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 
",NO PLANS,2021/07/29 13:24:49+00,4000,27338,3189071.99698547,1689094.91491348,13720 E 5TH CIR,{9D90D3E5-8732-414E-A0D4-65D667EE4263},2021-07-29,2021-07-29,0
3189392.10264447,1689153.27929807,475202114,1563362,NA,2021/07/29 11:50:41+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR |
",NO PLANS,2021/07/29 13:27:34+00,4000,27274,3189392.10264447,1689153.27929807,13760 E 5TH CIR,{BDA11D2E-0CA1-49F7-877A-74C3AEAF089A},2021-07-29,2021-07-29,0
3189388.75521022,1688900.39660172,475202115,1563364,NA,2021/07/29 11:54:42+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE,REPAIR 

",NO PLANS,2021/07/29 13:31:51+00,4000,27544,3189388.75521022,1688900.39660172,13787 E 4TH AVE,{BBF8EE7E-65F3-496F-9BB2-9D49B5AE7DFD},2021-07-29,2021-07-29,0
3189266.26201689,1688965.2613014,475202117,1563370,NA,2021/07/29 11:59:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR

",NO PLANS,2021/07/29 13:38:09+00,4000,27483,3189266.26201689,1688965.2613014,13757 E 4TH AVE,{267918DA-F9C6-4FA6-B7BD-2213418D4A2A},2021-07-29,2021-07-29,0
3189181.74512555,1688961.35087614,475202122,1563391,NA,2021/07/29 12:24:01+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:37:52+00,4000,27488,3189181.74512555,1688961.35087614,13727 E 4TH AVE,{935F9053-573C-49F5-A9F2-3BEA64BB4A70},2021-07-29,2021-07-29,0
3189122.1871738,1688781.85189131,475202124,1563396,NA,2021/07/29 12:30:27+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:48:29+00,4000,27700,3189122.1871738,1688781.85189131,13718 E 4TH AVE,{C44B1753-49E5-4FA7-92DD-C7379EB8F409},2021-07-29,2021-07-29,0
3189245.76402639,1688729.21092048,475202125,1563397,NA,2021/07/29 12:35:46+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:44:51+00,4000,27764,3189245.76402639,1688729.21092048,13758 E 4TH AVE,{6D70B55A-9C47-42B3-9F2A-C2BBAFE74D34},2021-07-29,2021-07-29,0
3189320.52011047,1688740.49698715,475202127,1563400,NA,2021/07/29 12:39:17+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:52:06+00,4000,27739,3189320.52011047,1688740.49698715,13778 E 4TH AVE,{6F43D137-2F7C-4A02-B898-A8FC940AEF76},2021-07-29,2021-07-29,0
3189445.47852197,1688781.85123514,475202130,1563403,NA,2021/07/29 12:43:03+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:53:46+00,4000,27701,3189445.47852197,1688781.85123514,13798 E 4TH AVE,{B5D5B949-8A27-42C2-8BE4-73E8460E3E22},2021-07-29,2021-07-29,0
3189441.8479518,1688647.81639823,475202131,1563404,NA,2021/07/29 12:46:31+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:58:19+00,4000,27855,3189441.8479518,1688647.81639823,13795 E 4TH CIR,{E81881F7-9B13-4192-BB74-A1B7C153071E},2021-07-29,2021-07-29,0
3189383.45272739,1688511.65328473,475202133,1563408,NA,2021/07/29 12:53:30+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR 

",NO PLANS,2021/07/29 13:58:55+00,4000,27984,3189383.45272739,1688511.65328473,13775 E 4TH CIR,{484704CF-2EE6-468B-9152-1C61DEB1FA3B},2021-07-29,2021-07-29,0
3189247.35555863,1688556.26999339,475202135,1563411,NA,2021/07/29 12:57:18+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR ",NO PLANS,2021/07/29 14:08:14+00,4000,27947,3189247.35555863,1688556.26999339,13755 E 4TH CIR,{40AA5866-5E41-4246-8140-2DACD25F1970},2021-07-29,2021-07-29,0
